"Node_Id:ID(Node)",":LABEL","name","tokens","documentation","Project"
"0","Project","AndResGuard","AndResGuard","None"
"2120","Method","alignApks","private void alignApks() throws IOException, InterruptedException {
    //如果不签名就肯定不需要对齐了
    if (!config.mUseSignAPK) {
      return;
    }
    if (!mSignedApk.exists() && !mSignedWith7ZipApk.exists()) {
      throw new IOException(""Can not found any signed apk file"");
    }
    if (mSignedApk.exists()) {
      alignApk(mSignedApk, mAlignedApk);
    }
    if (mSignedWith7ZipApk.exists()) {
      alignApk(mSignedWith7ZipApk, mAlignedWith7ZipApk);
    }
  }","None"
"2121","Method","alignApk","private void alignApk(File before, File after) throws IOException, InterruptedException {
    System.out.printf(""zipaligning apk: %s, exists:%b\n"", before.getAbsolutePath(), before.exists());
    if (!before.exists()) {
      throw new IOException(String.format(""can not found the raw apk file to zipalign, path=%s"",
          before.getAbsolutePath()
      ));
    }
    String cmd = Utils.isPresent(config.mZipalignPath) ? config.mZipalignPath : TypedValue.COMMAND_ZIPALIGIN;
    Utils.runCmd(cmd, ""4"", before.getAbsolutePath(), after.getAbsolutePath());
    if (!after.exists()) {
      throw new IOException(String.format(""can not found the aligned apk file, the ZipAlign path is correct? path=%s"",
          mAlignedApk.getAbsolutePath()
      ));
    }
  }","None"
"2122","Field","before","None","None"
"2123","Field","after","None","None"
"2124","Field","cmd","None","None"
"2125","Method","generalUnsignApk","private void generalUnsignApk(HashMap<String, Integer> compressData) throws IOException, InterruptedException {
    System.out.printf(""General unsigned apk: %s\n"", mUnSignedApk.getName());
    File tempOutDir = new File(mOutDir.getAbsolutePath(), TypedValue.UNZIP_FILE_PATH);
    if (!tempOutDir.exists()) {
      System.err.printf(""Missing apk unzip files, path=%s\n"", tempOutDir.getAbsolutePath());
      System.exit(-1);
    }

    File[] unzipFiles = tempOutDir.listFiles();
    assert unzipFiles != null;
    List<File> collectFiles = new ArrayList<>();
    for (File f : unzipFiles) {
      String name = f.getName();
      if (name.equals(""res"") || name.equals(""resources.arsc"")) {
        continue;
      } else if (name.equals(config.mMetaName)) {
        addNonSignatureFiles(collectFiles, f);
        continue;
      }
      collectFiles.add(f);
    }

    File destResDir = new File(mOutDir.getAbsolutePath(), ""res"");
    //添加修改后的res文件
    if (!config.mKeepRoot && FileOperation.getlist(destResDir) == 0) {
      destResDir = new File(mOutDir.getAbsolutePath(), TypedValue.RES_FILE_PATH);
    }

    /*
     * NOTE:文件数量应该是一样的，如果不一样肯定有问题
     */
    File rawResDir = new File(tempOutDir.getAbsolutePath() + File.separator + ""res"");
    System.out.printf(""DestResDir %d rawResDir %d\n"",
        FileOperation.getlist(destResDir),
        FileOperation.getlist(rawResDir)
    );
    if (FileOperation.getlist(destResDir) != (FileOperation.getlist(rawResDir) - ARSCDecoder.mMergeDuplicatedResCount)) {
      throw new IOException(String.format(
          ""the file count of %s, and the file count of %s is not equal, there must be some problem\n"",
          rawResDir.getAbsolutePath(),
          destResDir.getAbsolutePath()
      ));
    }
    if (!destResDir.exists()) {
      System.err.printf(""Missing res files, path=%s\n"", destResDir.getAbsolutePath());
      System.exit(-1);
    }
    //这个需要检查混淆前混淆后，两个res的文件数量是否相等
    collectFiles.add(destResDir);
    File rawARSCFile = new File(mOutDir.getAbsolutePath() + File.separator + ""resources.arsc"");
    if (!rawARSCFile.exists()) {
      System.err.printf(""Missing resources.arsc files, path=%s\n"", rawARSCFile.getAbsolutePath());
      System.exit(-1);
    }
    collectFiles.add(rawARSCFile);
    FileOperation.zipFiles(collectFiles, tempOutDir, mUnSignedApk, compressData);

    if (!mUnSignedApk.exists()) {
      throw new IOException(String.format(""can not found the unsign apk file path=%s"", mUnSignedApk.getAbsolutePath()));
    }
  }","None"
"2126","Field","compressData","None","None"
"2127","Field","tempOutDir","None","None"
"2128","Field","unzipFiles","None","None"
"2129","Field","collectFiles","None","None"
"2130","Field","name","None","None"
"2131","Field","destResDir","None","None"
"2132","Field","rawResDir","None","None"
"2133","Field","rawARSCFile","None","None"
"2134","Method","addNonSignatureFiles","private void addNonSignatureFiles(List<File> collectFiles, File metaFolder) {
    File[] metaFiles = metaFolder.listFiles();
    if (metaFiles != null) {
      for (File metaFile : metaFiles) {
        String metaFileName = metaFile.getName();
        // Ignore signature files
        if (!metaFileName.endsWith("".MF"") && !metaFileName.endsWith("".RSA"") && !metaFileName.endsWith("".SF"")) {
          System.out.println(String.format(""add meta file %s"", metaFile.getAbsolutePath()));
          collectFiles.add(metaFile);
        }
      }
    }
  }","None"
"2135","Field","collectFiles","None","None"
"2136","Field","metaFolder","None","None"
"2137","Field","metaFiles","None","None"
"2138","Field","metaFileName","None","None"
"2139","Method","addStoredFileIn7Zip","private void addStoredFileIn7Zip(ArrayList<String> storedFiles, File outSevenZipAPK)
      throws IOException, InterruptedException {
    System.out.printf(""[addStoredFileIn7Zip]rewrite the stored file into the 7zip, file count: %d\n"",
        storedFiles.size()
    );
    if (storedFiles.size() == 0) return;
    String storedParentName = mOutDir.getAbsolutePath() + File.separator + ""storefiles"" + File.separator;
    String outputName = m7zipOutPutDir.getAbsolutePath() + File.separator;
    for (String name : storedFiles) {
      FileOperation.copyFileUsingStream(new File(outputName + name), new File(storedParentName + name));
    }
    storedParentName = storedParentName + File.separator + ""*"";
    String cmd = Utils.isPresent(config.m7zipPath) ? config.m7zipPath : TypedValue.COMMAND_7ZIP;
    Utils.runCmd(cmd, ""a"", ""-tzip"", outSevenZipAPK.getAbsolutePath(), storedParentName, ""-mx0"");
  }","None"
"2140","Field","storedFiles","None","None"
"2141","Field","outSevenZipAPK","None","None"
"2142","Field","storedParentName","None","None"
"2143","Field","outputName","None","None"
"2144","Field","cmd","None","None"
"2145","Method","generalRaw7zip","private void generalRaw7zip(File outSevenZipApk) throws IOException, InterruptedException {
    String outPath = m7zipOutPutDir.getAbsoluteFile().getAbsolutePath();
    String path = outPath + File.separator + ""*"";
    String cmd = Utils.isPresent(config.m7zipPath) ? config.m7zipPath : TypedValue.COMMAND_7ZIP;
    Utils.runCmd(cmd, ""a"", ""-tzip"", outSevenZipApk.getAbsolutePath(), path, ""-mx9"");
  }","None"
"2146","Field","outSevenZipApk","None","None"
"2147","Field","outPath","None","None"
"2148","Field","path","None","None"
"2149","Field","cmd","None","None"
"2150","Package","com.tencent.mm.androlib.res.util","com.tencent.mm.androlib.res.util","None"
"2151","Class","StringUtil","StringUtil","None"
"2152","Field","string","None","None"
"2153","Field","string","None","None"
"2154","Field","inputStream","None","None"
"2155","Field","result","None","None"
"2156","Field","buffer","None","None"
"2157","Field","length","None","None"
"2158","Method","isPresent","public static boolean isPresent(final String string) {
    return string != null && string.length() > 0;
  }","None"
"2159","Field","string","None","None"
"2160","Method","isBlank","public static boolean isBlank(final String string) {
    return !isPresent(string);
  }","None"
"2161","Field","string","None","None"
"2162","Method","readInputStream","public static String readInputStream(InputStream inputStream) throws IOException {
    ByteArrayOutputStream result = new ByteArrayOutputStream();
    byte[] buffer = new byte[4096];
    int length;
    while ((length = inputStream.read(buffer)) != -1) {
      result.write(buffer, 0, length);
    }
    return result.toString(""UTF-8"");
  }","None"
"2163","Field","inputStream","None","None"
"2164","Field","result","None","None"
"2165","Field","buffer","None","None"
"2166","Field","length","None","None"
"2167","Class","ExtFile","ExtFile","None"
"2168","Field","mDirectory","None","None"
"2169","Field","file","None","None"
"2170","Field","uri","None","None"
"2171","Field","parent","None","None"
"2172","Field","child","None","None"
"2173","Field","parent","None","None"
"2174","Field","child","None","None"
"2175","Field","pathname","None","None"
"2176","Method","getDirectory","public Directory getDirectory() throws DirectoryException {
    if (mDirectory == null) {
      if (isDirectory()) {
        mDirectory = new FileDirectory(this);
      } else {
        mDirectory = new ZipRODirectory(this);
      }
    }
    return mDirectory;
  }","None"
"2177","Package","com.tencent.mm.androlib.res.decoder","com.tencent.mm.androlib.res.decoder","None"
"2178","Class","ARSCDecoder","ARSCDecoder","None"
"2179","Field","DEBUG","None","None"
"2180","Field","ENTRY_FLAG_COMPLEX","None","None"
"2181","Field","LOGGER","None","None"
"2182","Field","KNOWN_CONFIG_BYTES","None","None"
"2183","Field","mTableStringsResguard","None","None"
"2184","Field","mMergeDuplicatedResCount","None","None"
"2185","Field","mOldFileName","None","None"
"2186","Field","mCurSpecNameToPos","None","None"
"2187","Field","mShouldResguardTypeSet","None","None"
"2188","Field","mApkDecoder","None","None"
"2189","Field","mIn","None","None"
"2190","Field","mOut","None","None"
"2191","Field","mHeader","None","None"
"2192","Field","mTableStrings","None","None"
"2193","Field","mTypeNames","None","None"
"2194","Field","mSpecNames","None","None"
"2195","Field","mPkg","None","None"
"2196","Field","mType","None","None"
"2197","Field","mPkgs","None","None"
"2198","Field","mPkgsLenghtChange","None","None"
"2199","Field","mTableLenghtChange","None","None"
"2200","Field","mResId","None","None"
"2201","Field","mCurrTypeID","None","None"
"2202","Field","mCurEntryID","None","None"
"2203","Field","mCurPackageID","None","None"
"2204","Field","mMergeDuplicatedResTotalSize","None","None"
"2205","Field","mResguardBuilder","None","None"
"2206","Field","mShouldResguardForType","None","None"
"2207","Field","mMappingWriter","None","None"
"2208","Field","mMergeDuplicatedResMappingWriter","None","None"
"2209","Field","mMergeDuplicatedResInfoData","None","None"
"2210","Field","arscStream","None","None"
"2211","Field","decoder","None","None"
"2212","Field","arscStream","None","None"
"2213","Field","decoder","None","None"
"2214","Field","pkgs","None","None"
"2215","Field","arscStream","None","None"
"2216","Field","apkDecoder","None","None"
"2217","Field","decoder","None","None"
"2218","Field","pkgs","None","None"
"2219","Field","arscStream","None","None"
"2220","Field","decoder","None","None"
"2221","Field","pkgs","None","None"
"2222","Field","writer","None","None"
"2223","Field","config","None","None"
"2224","Field","rawResFile","None","None"
"2225","Field","resFiles","None","None"
"2226","Field","raw","None","None"
"2227","Field","fileMapping","None","None"
"2228","Field","keepFileNames","None","None"
"2229","Field","resRoot","None","None"
"2230","Field","dot","None","None"
"2231","Field","raw","None","None"
"2232","Field","packageCount","None","None"
"2233","Field","packages","None","None"
"2234","Field","packageCount","None","None"
"2235","Field","packageName","None","None"
"2236","Field","typename","None","None"
"2237","Field","specName","None","None"
"2238","Field","replace","None","None"
"2239","Field","originalFile","None","None"
"2240","Field","original","None","None"
"2241","Field","replaceFile","None","None"
"2242","Field","replace","None","None"
"2243","Field","fileLen","None","None"
"2244","Field","count","None","None"
"2245","Field","totalSize","None","None"
"2246","Field","size","None","None"
"2247","Field","bytes","None","None"
"2248","Field","format","None","None"
"2249","Field","i","None","None"
"2250","Field","i","None","None"
"2251","Field","i","None","None"
"2252","Field","packageCount","None","None"
"2253","Field","id","None","None"
"2254","Field","name","None","None"
"2255","Field","id","None","None"
"2256","Field","specSizeChange","None","None"
"2257","Field","resMapping","None","None"
"2258","Field","packName","None","None"
"2259","Field","typeMaps","None","None"
"2260","Field","typeName","None","None"
"2261","Field","proguard","None","None"
"2262","Field","resType","None","None"
"2263","Field","packName","None","None"
"2264","Field","typeMaps","None","None"
"2265","Field","libraryCount","None","None"
"2266","Field","packageId","None","None"
"2267","Field","packageName","None","None"
"2268","Field","id","None","None"
"2269","Field","entryCount","None","None"
